,id,categories,city,name,postalcode,state
1489,AVwcnB0IIN2L1WUfm6CW,american fast food,Phoenix,Del Taco,85021,Arizona
1490,AVwcsgmvIN2L1WUfn36Z,american fast food,Phoenix,Del Taco,85048,Arizona
1492,AV1TsnkRFcQ3k02bFkco,american fast food,Mesa,Del Taco,85201,Arizona
1493,AVwcvG7NkufWRAb5ydfo,american fast food,Mesa,Del Taco,85215,Arizona
1495,AVwczUAz_7pvs4fzzHVd,american fast food,Glendale,Del Taco,85306,Arizona
1496,AV1TsEUkFcQ3k02bFiS4,american fast food,Gilbert,Del Taco,85234,Arizona
1497,AVwdL4upIN2L1WUftHBI,mexican,Chandler,Del Taco,85286,Arizona
1498,AVwd4NlmByjofQCxtSjZ,american fast food,Avondale,Del Taco,85323,Arizona
1499,AVzA9M8m3D1zeR_xBB_V,american fast food,Littleton,Del Taco,80123,Colorado
1500,AVweLi89ByjofQCxv-SF,american fast food,Parkersburg,Hardee's,26101,West Virginia
1501,AVwchfnPIN2L1WUfl4An,american fast food,Wausau,Hardee's,54401,Wisconsin
1502,AVwdZSjJkufWRAb55dBi,american fast food,Rothschild,Hardee's,54474,Wisconsin
1503,AVwdQgzAIN2L1WUft59m,american fast food,Oshkosh,Hardee's,54901,Wisconsin
1504,AVwd7lEYIN2L1WUf0emw,american fast food,Yorktown,Hardee's,23693,Virginia
1505,AVwcoyaZkufWRAb5xZH3,american fast food,Wise,Hardee's,24293,Virginia
1506,AVwc6VnHIN2L1WUfqPkq,american fast food,Williston,Panera Bread,05495,Vermont
1507,AVwdIkDmByjofQCxl1j7,american fast food,Fresno,Wienerschnitzel,93722,California
1508,AVwct0nDIN2L1WUfoGNc,american fast food,Fremont,Wienerschnitzel,94536,California
1509,AVwdEQX9kufWRAb519O3,american fast food,El Monte,Wienerschnitzel,91731,California
1510,AVwc_V1J_7pvs4fz1GKJ,american fast food,Costa Mesa,Wienerschnitzel,92626,California
1511,AVwc15XhIN2L1WUfpfID,american fast food,Costa Mesa,Wienerschnitzel,92627,California
1512,AVwdUU9rByjofQCxn1mr,american fast food,Chino,Wienerschnitzel,91710,California
1513,AVwc0QcS_7pvs4fzzRgR,hot dog,Canyon Country,Wienerschnitzel,91351,California
1515,AVwc3zz3_7pvs4fzz3Gm,american fast food,Campbell,Wienerschnitzel,95008,California
1516,AVwchqMJIN2L1WUfl5_Z,american fast food,Bellflower,Wienerschnitzel,90706,California
1517,AVwdyG-xIN2L1WUfzLAh,american fast food,Brea,Wienerschnitzel,92821,California
1518,AVwczOxYIN2L1WUfpCGn,american fast food,Tucson,Wienerschnitzel,85711,Arizona
1519,AVwefiZ5IN2L1WUf5cYS,american fast food,Tempe,Wienerschnitzel,85281,Arizona
1520,AVwcqE2gIN2L1WUfncPE,hot dog,Glendale,Wienerschnitzel,85306,Arizona
1521,AV0dO8ObFcQ3k02bE7no,american fast food,Westborough,Panera Bread,01581,Massachusetts
1522,AVwcrE67IN2L1WUfnnr6,american fast food,Tacoma,McDonald's,98406,Washington
1523,AVwcss4QByjofQCxhNAn,american fast food,Tacoma,McDonald's,98408,Washington
1524,AVzBAQfwFcQ3k02bBbWZ,american fast food,Seattle,McDonald's,98188,Washington
1525,AVwcxzdN_7pvs4fzy3Sk,american fast food,Tacoma,McDonald's,98409,Washington
1526,AV12edSha4HuVbed86hc,american fast food,Chicopee,Panera Bread,01020,Massachusetts
1527,AVwdnWskByjofQCxq3F-,american fast food,Spokane,McDonald's,99218,Washington
1528,AVwdJmZT_7pvs4fz2xHf,american fast food,Toppenish,McDonald's,98948,Washington
1529,AVzA_zP13D1zeR_xBDqC,american fast food,Spokane,McDonald's,99206,Washington
1530,AVwdB2Vc_7pvs4fz1gcB,american fast food,Seattle,McDonald's,98105,Washington
1531,AVwdjsiykufWRAb57ENn,american fast food,Tacoma,McDonald's,98402,Washington
1532,AV1_z_Pd3-Khe5l_QLwa,american fast food,Spokane,McDonald's,99216,Washington
1533,AVwc65IUByjofQCxjoj1,american fast food,Spokane,McDonald's,99202,Washington
1534,AVwdBt1R_7pvs4fz1fEN,american fast food,Spokane,McDonald's,99201,Washington
1535,AVwcfc4M_7pvs4fzvpgD,american fast food,Spokane,McDonald's,99207,Washington
1537,AVwddDdgByjofQCxpSeH,american fast food,Selah,McDonald's,98942,Washington
1538,AVwc4huLByjofQCxjON7,american fast food,Silverdale,McDonald's,98383,Washington
1539,AVwduNQm_7pvs4fz8qTb,american fast food,Spokane,McDonald's,99205,Washington
1540,AVwdgy3ckufWRAb56n1e,american fast food,Spokane,McDonald's,99207,Washington
1541,AVzA96wIFcQ3k02bBaCZ,american fast food,Seattle,McDonald's,98155,Washington
1542,AVwd4vwckufWRAb5-HQh,american fast food,Seattle,McDonald's,98101,Washington
1543,AVzo_rxj-gnIPe8DUIIH,american fast food,Kearney,Panera Bread,68847,Nebraska
1544,AVwdV06AkufWRAb544gC,american fast food,Renton,McDonald's,98059,Washington
1545,AVwdv1RcIN2L1WUfy1VL,american fast food,Seattle,McDonald's,98109,Washington
1546,AVwdh89m_7pvs4fz6zLS,burger,Sweetwater,Burger King,37874,Tennessee
1547,AVwcjnDaIN2L1WUfmR0M,american fast food,Seattle,McDonald's,98118,Washington
1549,AV53e2oia4HuVbedEdkG,american fast food,Lake Orion,Panera Bread,48359,Michigan
1550,AVwchnLfkufWRAb5wHcc,american fast food,Seattle,McDonald's,98136,Washington
1551,AVwdd544IN2L1WUfwHOa,american fast food,Renton,McDonald's,98057,Washington
1552,AVwds-AXIN2L1WUfybAo,american fast food,Puyallup,McDonald's,98372,Washington
1553,AVwdm6rdkufWRAb57kIR,american fast food,Brooklyn,KFC,11222,New York
1554,AVwcfIXR_7pvs4fzvlYy,american fast food,Pullman,McDonald's,99163,Washington
1555,AV4ZMrQ13-Khe5l_RrA3,american fast food,Pleasantville,Pony Express To Go,10570,New York
1556,AVwc41xVkufWRAb50Fb2,chicken,Elmhurst,Popeyes,11373,New York
1557,AVwdBlEfIN2L1WUfrbJE,american fast food,Redmond,McDonald's,98053,Washington
1558,AVwch2FhIN2L1WUfl8Og,american fast food,Puyallup,McDonald's,98373,Washington
1559,AVwcioIPIN2L1WUfmF3P,american fast food,Puyallup,McDonald's,98374,Washington
1560,AVwchzUQIN2L1WUfl7qy,american fast food,Prosser,McDonald's,99350,Washington
1561,AV454mACRxPSIh2RfOWZ,american fast food,Austin,Panera Bread,78749,Texas
1562,AVwdYR8GkufWRAb55SZZ,sandwich,Atlanta,Chick-fil-A,30305,Georgia
1563,AVweO7CoByjofQCxwbOr,american fast food,Opelousas,Sonic,70570,Louisiana
1564,AVwcrpDg_7pvs4fzx0mp,american fast food,Middletown,Subway,06457,Connecticut
1565,AVwcqZOKByjofQCxgyzq,american fast food,Uncasville,Subway,06382,Connecticut
1566,AVwdaEYtIN2L1WUfvfWO,american fast food,Goodland,Gambino's Pizza,67735,Kansas
1567,AV48iWIJIxWefVJwlL2I,american fast food,Capitol Heights,Taco Bell,20743,Maryland
1568,AVwcgLPS_7pvs4fzvxW5,american fast food,Lake Worth,Taco Bell,33463,Florida
1569,AV9cmA6jIxWefVJwrn6Q,american fast food,Gretna,Taco Bell,70053,Louisiana
1570,AVwckZKzByjofQCxfuSV,american fast food,Junction City,Taco Bell,66441,Kansas
1571,AVweSBiS_7pvs4fzBn0u,american fast food,Houston,Chick-fil-A,77022,Texas
1572,AVwdILdXIN2L1WUfsfQC,sandwich,Louisville,Chick-fil-A,40291,Kentucky
1573,AVwchz3UkufWRAb5wJ9p,sandwich,Oklahoma City,Chick-fil-A,73134,Oklahoma
1574,AV12nuJ3a4HuVbed9vG7,american fast food,West Frankfort,Taco Bell,62896,Illinois
1575,AVwdYcv0kufWRAb55UBx,american fast food,Bridge City,Taco Bell,77611,Texas
1576,AVweKRrBByjofQCxvzlO,american fast food,Nottingham,Taco Bell,21236,Maryland
1577,AVwdVB1L_7pvs4fz4ugk,american fast food,Granite Bay,Taco Bell,95746,California
1578,AVzpAH563D1zeR_xCkVB,american fast food,Keene,Taco Bell,03431,New Hampshire
1579,AVwdC2iSByjofQCxk7GM,american fast food,Grand Junction,Taco Bell,81501,Colorado
1580,AVweQL5dkufWRAb5BUnW,mexican,West Sacramento,Taco Bell,95691,California
1582,AVzBBotZ-gnIPe8DShma,american fast food,Saint Louis,Taco Bell,63130,Missouri
1583,AVwcy6yyIN2L1WUfo-nU,mexican,Cameron,Taco Bell,28326,North Carolina
1584,AV6Vfl_5RxPSIh2Rk6dh,american fast food,Youngstown,Taco Bell,44514,Ohio
1585,AVweE4MY_7pvs4fz_0tt,mexican,Louisville,Taco Bell,40258,Kentucky
1586,AVzA9RFr-gnIPe8DSe3l,american fast food,Fort Worth,Taco Bell,76135,Texas
1587,AVwdevpzIN2L1WUfwPI-,american fast food,Harrisburg,Taco Bell,62946,Illinois
1589,AVwc5KpWIN2L1WUfqCrK,american fast food,Springfield,Taco Bell,01104,Massachusetts
1590,AVwc9NFa_7pvs4fz0vm8,mexican,Miami,Taco Bell,33143,Florida
1591,AV1hY5FW3-Khe5l_Nu5r,american fast food,Burley,Taco Bell,83318,Idaho
1592,AVweOPuzkufWRAb5BD8o,mexican,Reynoldsburg,Taco Bell,43068,Ohio
1593,AVwd4tK6ByjofQCxtW_r,american fast food,Indianapolis,Taco Bell,46250,Indiana
1595,AV12b52Fa4HuVbed82NO,american fast food,Baton Rouge,Taco Bell,70809,Louisiana
1596,AVwd0HEBkufWRAb59fMQ,american fast food,Beaumont,Taco Bell,77706,Texas
1599,AVwdpldiByjofQCxrNJT,american fast food,Whitsett,Taco Bell,27377,North Carolina
1600,AVwctZw9_7pvs4fzyH5L,american fast food,Charles Town,Taco Bell,25414,West Virginia
1601,AV2gd7ij3-Khe5l_QkhM,american fast food,Palmetto,Taco Bell,34221,Florida
1602,AVwcwwcLIN2L1WUfomyz,american fast food,Las Vegas,Taco Bell,89122,Nevada
1603,AVwdqlDEIN2L1WUfyEEM,mexican,Coldwater,Taco Bell,49036,Michigan
1605,AVwcet0F_7pvs4fzvgYD,american fast food,Citrus Heights,Taco Bell,95610,California
1606,AVwdWlJw_7pvs4fz4_Xf,american fast food,Cumming,Taco Bell,30040,Georgia
1607,AVwdH9wUByjofQCxlv3S,american fast food,Knoxville,Taco Bell,37920,Tennessee
1608,AWEH1mZZIxWefVJwwa4g,american fast food,Toccoa,Taco Bell,30577,Georgia
1609,AVwdZ53DByjofQCxow4d,american fast food,Bolivar,Taco Bell,38008,Tennessee
1610,AV5XxahgRxPSIh2Rir1i,american fast food,Franklin,Taco Bell,53132,Wisconsin
1611,AV0ZQ0RoFcQ3k02bEcfC,american fast food,Yakima,Taco Bell,98901,Washington
1612,AVwdfiZS_7pvs4fz6bKL,american fast food,Dunn,Taco Bell,28334,North Carolina
1613,AVwdZj5F_7pvs4fz5fHP,american fast food,Portland,Taco Bell,97232,Oregon
1614,AVwdeovg_7pvs4fz6S7Y,mexican,Lake Charles,Taco Bell,70601,Louisiana
1615,AVwddowT_7pvs4fz6Jum,american fast food,Lemon Grove,Taco Bell,91945,California
1616,AVwc8RxjByjofQCxj3Yb,american fast food,Griffin,Taco Bell,30223,Georgia
1617,AVwctM62ByjofQCxhSM4,mexican,Grand Prairie,Taco Bell,75050,Texas
1618,AV12gFWfIxWefVJwhpdh,american fast food,Evanston,Taco Bell,82930,Wyoming
1619,AV53c-kkIxWefVJwpy8-,american fast food,Kansas City,Taco Bell,66112,Kansas
1620,AVwdXuU9kufWRAb55M67,italian,Philadelphia,West Point Pizza,19139,Pennsylvania
1621,AVweTkYk_7pvs4fzB1JR,american fast food,Clarion,Taco Bell,16214,Pennsylvania
1622,AVwc603AByjofQCxjn6g,mexican,Longview,Taco Bell,98632,Washington
1623,AVwc8UlmByjofQCxj33n,american fast food,Vancouver,Taco Bell,98662,Washington
1624,AVwdY4j2ByjofQCxomRW,american fast food,Chicago,Jimmy John's,60657,Illinois
1625,AVwck92J_7pvs4fzwpdy,american fast food,Columbia,McAlister's Deli,29212,South Carolina
1626,AVwejuCakufWRAb5EEVk,american fast food,Greenwood,McAlister's Deli,29649,South Carolina
1627,AWENjAcKRxPSIh2Rrzft,american fast food,Jackson,McAlister's Deli,39211,Mississippi
1628,AVwdd38HIN2L1WUfwG4d,american fast food,Spartanburg,Taco Bell,29303,South Carolina
1630,AV1dAfejIxWefVJweuyh,american fast food,Marion,Taco Bell,24354,Virginia
1631,AVzxpAaY3D1zeR_xCy5u,american fast food,Kissimmee,Taco Bell,34747,Florida
1632,AVwclPULkufWRAb5wxFy,american fast food,Manassas,Taco Bell,20109,Virginia
1633,AVwdFmuB_7pvs4fz2II5,american fast food,Sunland,Taco Bell,91040,California
1634,AVwdM9x7_7pvs4fz3Wki,american fast food,Adairsville,Taco Bell,30103,Georgia
1635,AVzoQ22FLD2H7whiXraz,american fast food,Germantown,Taco Bell,38138,Tennessee
1636,AVwdRTIi_7pvs4fz4G73,american fast food,Newbury Park,Taco Bell,91320,California
1638,AVwcjd51_7pvs4fzwYkm,american fast food,La Quinta,Taco Bell,92253,California
1639,AVwdI4Nd_7pvs4fz2pPS,american fast food,Lawton,Taco Bell,73501,Oklahoma
1640,AV0J-MbfLD2H7whiYgo_,american fast food,Leitchfield,Taco Bell,42754,Kentucky
1641,AVwc-gRbIN2L1WUfq7PW,american fast food,Scottsbluff,Taco Bell,69361,Nebraska
1642,AVwdV5HjIN2L1WUfuzYk,american fast food,West Hills,Taco Bell,91307,California
1643,AVwdcy8CByjofQCxpP_X,american fast food,Knoxville,Taco Bell,37919,Tennessee
1644,AV1c6lQca4HuVbed50No,american fast food,Cedar City,Taco Bell,84720,Utah
1645,AV1Tpz-ALD2H7whiZ81Y,american fast food,Carlsbad,Taco Bell,92008,California
1646,AVwcoDx4_7pvs4fzxM8z,american fast food,Huntington Beach,Taco Bell,92647,California
1647,AVwcwW1R_7pvs4fzynop,mexican,Baton Rouge,Taco Bell,70808,Louisiana
1648,AVwdRO6E_7pvs4fz4GS7,american fast food,Hurst,Taco Bell,76053,Texas
1649,AVzA-fU6LD2H7whiWIaD,american fast food,Fort Lauderdale,Taco Bell,33351,Florida
1650,AVzoNwQh3D1zeR_xCfa0,american fast food,Las Cruces,Taco Bell,88001,New Mexico
1651,AVwcw-uCIN2L1WUfopb2,american fast food,Citrus Heights,Taco Bell,95610,California
1652,AVwcrYj5_7pvs4fzxxl-,american fast food,Gainesville,Barberitos,30507,Georgia
1653,AVwdbr0j_7pvs4fz517e,burger,Cary,Cook Out,27511,North Carolina
1654,AV1TqR1iFcQ3k02bFXbV,american fast food,Yonkers,Mrs. Fields,10704,New York
1655,AV1TrrBGFcQ3k02bFgyY,american fast food,Las Vegas,Mrs. Fields,89169,Nevada
1656,AVwchAoFByjofQCxfFd9,american fast food,Atoka,Taco Mayo,74525,Oklahoma
1657,AV1c-GQoRxPSIh2RZFmC,american fast food,Vinita,Taco Mayo,74301,Oklahoma
1658,AVweFGp3_7pvs4fz_2q5,american fast food,Harrah,Taco Mayo,73045,Oklahoma
1659,AVwc0KGnByjofQCxifIp,american fast food,Glenpool,Taco Mayo,74033,Oklahoma
1660,AV0wFsQB-gnIPe8DWPNl,american fast food,McAlester,Taco Mayo,74501,Oklahoma
1661,AV1l0zb1a4HuVbed7zKC,american fast food,Bartlesville,Taco Mayo,74006,Oklahoma
1662,AVwc9GmCkufWRAb50yAC,american fast food,Philadelphia,Tacconelli's Pizza,19134,Pennsylvania
1663,AVwdE1ZqByjofQCxlQWB,american fast food,Lansing,Guerrazzi's,48906,Michigan
1664,AVwdTV08_7pvs4fz4cwI,american fast food,Howell,Gus's Carryout,48843,Michigan
1665,AVwcjV3fIN2L1WUfmOgG,american fast food,Ithaca,Moe's Southwest Grill,14850,New York
1666,AVzA07FXLD2H7whiWEu4,american fast food,Reseda,Baskin-Robbins,91335,California
1667,AVwedI2-_7pvs4fzDIyN,american fast food,Anaheim,Baskin-Robbins,92807,California
1668,AVwc8oNY_7pvs4fz0qNa,american fast food,Los Angeles,Baskin-Robbins,90019,California
1669,AVwckJty_7pvs4fzwgbX,american fast food,White Lake,Siam Fusion,48383,Michigan
1670,AVwdyaeeByjofQCxsge2,american fast food,Salina,Spangles,67401,Kansas
1671,AVweB8awIN2L1WUf1X8T,burger,Hutchinson,Spangles,67501,Kansas
1672,AVzF_kZm3D1zeR_xBSTn,american fast food,Los Angeles,Baskin-Robbins,90026,California
1673,AVwdbXjnkufWRAb55zGi,american fast food,Santa Clara,Baskin-Robbins,95051,California
1674,AVwc9K3fkufWRAb50ymt,american fast food,El Monte,Baskin-Robbins,91732,California
1675,AVwdI4zLIN2L1WUfsmE6,american fast food,Pasadena,Baskin-Robbins,91107,California
1676,AVwc7dKm_7pvs4fz0eIw,american fast food,Long Beach,Baskin-Robbins,90807,California
1677,AVwdzrao_7pvs4fz9cU6,american fast food,Los Angeles,Baskin-Robbins,90007,California
1678,AVwcrflQkufWRAb5x24P,american fast food,Santa Rosa,Baskin-Robbins,95405,California
1679,AVwd78qSByjofQCxt0eY,american fast food,Tulsa,Taco Bueno,74133,Oklahoma
1680,AV1XWuYI-gnIPe8DWuOd,american fast food,Jonesboro,Steak Escape,72401,Arkansas
1681,AVwdq_qr_7pvs4fz8M88,american fast food,Oklahoma City,Taco Bueno,73135,Oklahoma
1682,AV1Tpr-LFcQ3k02bFRSX,american fast food,La Puente,Burger King,91746,California
1683,AVwdFH11kufWRAb52GT3,american fast food,Lake Elsinore,Burger King,92532,California
1684,AVwdNMMX_7pvs4fz3ZKv,american fast food,King City,Burger King,93930,California
1685,AVwdm4ysIN2L1WUfxfxr,burger,Los Angeles,Burger King,90028,California
1686,AVwcv-mB_7pvs4fzyjgK,american fast food,Imperial Beach,Burger King,91932,California
1687,AVweAoa3IN2L1WUf1LtC,american fast food,Highland,Burger King,92346,California
1688,AVwc4wrz_7pvs4fz0A6R,american fast food,Glendale,Burger King,91203,California
1689,AV1Tpr9MLD2H7whiZ7Zi,american fast food,Glendale,Burger King,91204,California
1690,AVwdy-tQkufWRAb59VQn,american fast food,Glendale,Burger King,91205,California
1691,AVwcphonByjofQCxgpk3,american fast food,Garden Grove,Burger King,92843,California
1692,AVwdtAZYByjofQCxruDL,american fast food,Galt,Burger King,95632,California
1693,AVwc_tuO_7pvs4fz1KYv,american fast food,Fullerton,Burger King,92833,California
1694,AVweP7p-_7pvs4fzBVtE,american fast food,Fresno,Burger King,93702,California
1695,AVwdUfyn_7pvs4fz4op6,american fast food,Fresno,Burger King,93722,California
1697,AVwdasoDByjofQCxo5JQ,burger,Fremont,Burger King,94538,California
1698,AVwczCe1_7pvs4fzzEex,american fast food,Fremont,Burger King,94538,California
1700,AVweijKBkufWRAb5D5Fv,burger,Fortuna,Burger King,95540,California
1701,AVwcmIIFIN2L1WUfmv35,american fast food,Cleveland,Mr. Chicken,44129,Ohio
1702,AVwcg46g_7pvs4fzv5ve,american fast food,Boston,B.GOOD,02201,Massachusetts
1703,AVwdPrJPByjofQCxnDiV,american fast food,Nashville,Subway,37207,Tennessee
1704,AVwdzPrsByjofQCxsn4M,american fast food,Loretto,Subway,38469,Tennessee
1705,AV0aNpgcLD2H7whiZYIu,american fast food,Memphis,Subway,38109,Tennessee
1706,AVwdlxDUkufWRAb57YXx,american fast food,Clarksville,Subway,37040,Tennessee
1707,AVweWMqqIN2L1WUf4Hqh,american fast food,Kingsport,Subway,37660,Tennessee
1708,AVwcuZf7kufWRAb5yV3n,american fast food,Chattanooga,Subway,37421,Tennessee
1709,AVweD43T_7pvs4fz_sZH,american fast food,Oneida,Subway,37841,Tennessee
1710,AVwdHDUwkufWRAb52Zp4,american fast food,Fort Worth,Taco Casa,76179,Texas
1712,AVwdShS-kufWRAb54VVY,american fast food,DeLand,Burger King,32720,Florida
1713,AVwdhcYe_7pvs4fz6uKt,american fast food,Jacksonville,Krystal,32216,Florida
1714,AVwdb1XF_7pvs4fz53n-,american fast food,Mary Esther,Krystal,32569,Florida
1715,AVzA9Q1g3D1zeR_xBCDD,american fast food,Orlando,Krystal,32809,Florida
1716,AVwdGeiJkufWRAb52T_Y,american fast food,Tampa,Krystal,33614,Florida
1717,AV12hvMIa4HuVbed9K2H,american fast food,Lakeland,Krystal,33801,Florida
1718,AVzA9MwP3D1zeR_xBB_R,american fast food,Kissimmee,Krystal,34741,Florida
1719,AVweDb3I_7pvs4fz_oZp,american fast food,Yulee,Krystal,32097,Florida
1720,AVzA-TMkLD2H7whiWIQV,american fast food,Jacksonville,Krystal,32206,Florida
1722,AVwdRZEV_7pvs4fz4H3X,american fast food,Ocala,Krystal,34474,Florida
1723,AVwclFGPByjofQCxf2c7,american fast food,Pulaski,Krystal,38478,Tennessee
1724,AVwc3UYPIN2L1WUfpu3M,american fast food,Chattanooga,Krystal,37405,Tennessee
1725,AVwcjiMGIN2L1WUfmQ1-,american fast food,Pigeon Forge,Krystal,37863,Tennessee
1727,AWCHURh4RxPSIh2RplLx,american fast food,Murfreesboro,Krystal,37130,Tennessee
1728,AVwc045WkufWRAb5zb8_,american fast food,Clinton,Krystal,37716,Tennessee
1730,AVwc_6JskufWRAb51PnR,american fast food,Morristown,Krystal,37814,Tennessee
1731,AVwdDX71ByjofQCxlA1Q,american fast food,Knoxville,Krystal,37923,Tennessee
1732,AVweRDuQkufWRAb5Bbst,american fast food,Gallatin,Krystal,37066,Tennessee
1733,AV1ddrJARxPSIh2RZber,american fast food,Lebanon,Krystal,37087,Tennessee
1734,AVzA85uR-gnIPe8DSeZT,american fast food,Goodlettsville,Krystal,37072,Tennessee
1735,AVwd9oun_7pvs4fz-0Es,american fast food,Madison,Krystal,37115,Tennessee
1736,AVweafac_7pvs4fzCwnN,american fast food,Maryville,Krystal,37801,Tennessee
1737,AVwdWPFaIN2L1WUfu3bt,american fast food,Sevierville,Krystal,37862,Tennessee
1738,AVweIisLByjofQCxvj_S,burger,Douglasville,Krystal,30134,Georgia
1739,AVwdD5bckufWRAb515Yf,american fast food,Decherd,Krystal,37324,Tennessee
1741,AVwdCHbLByjofQCxkzHG,american fast food,Omaha,Sam's Gyros,68132,Nebraska
1742,AVwdqFkNkufWRAb58DRX,american fast food,Fremont,SUBWAY®,94538,California
1743,AVzBB5L-FcQ3k02bBcgJ,american fast food,Fayetteville,Bojangles' Famous Chicken 'n Biscuits,28304,North Carolina
1744,AVzBBDny3D1zeR_xBEbf,american fast food,Irmo,Bojangles' Famous Chicken 'n Biscuits,29063,South Carolina
1745,AV12kLvqRxPSIh2Rckzu,american fast food,Shelby,Bojangles' Famous Chicken 'n Biscuits,28152,North Carolina
1746,AVzBGj58LD2H7whiWMg4,american fast food,Columbia,Bojangles' Famous Chicken 'n Biscuits,29201,South Carolina
1747,AVwdBddzkufWRAb51fov,american fast food,Tacoma,Subway,98404,Washington
1748,AV0VsW6LLD2H7whiYurx,american fast food,Rome,Subway,13440,New York
1749,AVwdQR3bByjofQCxnKev,american fast food,Brooklyn,Subway,11209,New York
1750,AVwd_KiZ_7pvs4fz_CJa,american fast food,Brooklyn,Subway,11234,New York
1751,AVwc7ZIOIN2L1WUfqbLF,american fast food,Bronx,Subway,10470,New York
1752,AVwdB5PHIN2L1WUfreHA,american fast food,Albany,Subway,12208,New York
1753,AVwd0_5KkufWRAb59mxz,american fast food,Alden,Subway,14004,New York
1754,AVwc4isFIN2L1WUfp7lq,american fast food,Buford,Steak N Shake,30519,Georgia
1755,AVweG85u_7pvs4fzAHRs,bakery,Westerville,Waffle House,43081,Ohio
1756,AVwdKcbZIN2L1WUfs20K,american fast food,Mason,Waffle House,45040,Ohio
1757,AV0v90LpFcQ3k02bFCzE,american fast food,Dayton,Waffle House,45440,Ohio
1758,AVwd8vO7IN2L1WUf0pJG,american fast food,Brookville,Waffle House,45309,Ohio
1759,AVwelL-fkufWRAb5ER1p,american fast food,Manchester,Boston Market,06042,Connecticut
1760,AVzA3nhF3D1zeR_xBBLb,american fast food,Santa Clarita,Boston Market,91350,California
1761,AVwdmXEJByjofQCxqtTT,american fast food,Van Nuys,Boston Market,91405,California
1762,AVwcoG4lkufWRAb5xRqN,american fast food,Scottsdale,Boston Market,85257,Arizona
1763,AVwdBaeUIN2L1WUfrZUd,american fast food,Wichita,Taco Bueno,67214,Kansas
1764,AVwedGngkufWRAb5DEYq,american fast food,Valdosta,Subway,31602,Georgia
1765,AVwc4Rlr_7pvs4fzz7kG,sandwich,Quitman,Subway,31643,Georgia
1766,AVwcxcaAIN2L1WUfou8O,asian,Saint Louis,Pei Wei,63141,Missouri
1767,AVwdKbp9IN2L1WUfs2qi,sandwich,Oklahoma City,Subway,73107,Oklahoma
1768,AVwcfrlI_7pvs4fzvsH0,american fast food,Perry,Subway,73077,Oklahoma
1769,AVweOWDF_7pvs4fzBIFZ,american fast food,Mangum,Subway,73554,Oklahoma
1770,AVwdkKjRIN2L1WUfxEPe,american fast food,Miami,Subway,74354,Oklahoma
1771,AVwckhMK_7pvs4fzwkj_,american fast food,Oklahoma City,Subway,73160,Oklahoma
1772,AVwdV33-kufWRAb545ER,american fast food,Norman,Raising Cane's Chicken Fingers,73071,Oklahoma
1773,AVwdkjKmByjofQCxqa6m,american fast food,Culver City,Subway,90230,California
1774,AVzF-wcoFcQ3k02bBpgV,american fast food,Mountain View,Subway,94040,California
1775,AVwckF-WkufWRAb5wkPD,american fast food,Davis,Subway,95616,California
1776,AVwcpbrg_7pvs4fzxb9g,american fast food,Newport Beach,Subway,92660,California
1777,AVweaP9BkufWRAb5CqPB,sandwich,Philadelphia,Sumo Steaks,19132,Pennsylvania
1778,AVwecL1RByjofQCxyOOi,american fast food,Conroe,Taco Bueno,77304,Texas
1779,AVwduZwdByjofQCxr6uM,american fast food,Tulsa,Taco Bueno,74115,Oklahoma
1780,AVwcu0WZByjofQCxhj4F,mexican,Grand Prairie,Taco Bueno,75050,Texas
1781,AVwcnmUDkufWRAb5xMML,mexican,Richardson,Taco Bueno,75081,Texas
1782,AVwd7G0AByjofQCxtsje,american fast food,Rockwall,Taco Bueno,75087,Texas
1783,AVwck7zUkufWRAb5wtg9,mexican,Mesquite,Taco Bueno,75149,Texas
1786,AVwcjazvkufWRAb5wcpR,american fast food,Mesquite,Taco Bueno,75150,Texas
1787,AVwd8Z6X_7pvs4fz-oxS,american fast food,Dallas,Taco Bueno,75230,Texas
1788,AVwd_9YQIN2L1WUf1FrV,american fast food,Dallas,Taco Bueno,75240,Texas
1789,AVwdGcWUkufWRAb52TpN,american fast food,Longview,Taco Bueno,75605,Texas
1790,AVwei6MBkufWRAb5D8ZR,american fast food,Wichita Falls,Taco Bueno,76308,Texas
1791,AVweem0MIN2L1WUf5TXw,american fast food,Beaufort,Bojangles' Famous Chicken 'n Biscuits,29906,South Carolina
1792,AV1glIyHa4HuVbed7Ggf,american fast food,Jonesborough,Bojangles' Famous Chicken 'n Biscuits,37659,Tennessee
1793,AV12hyrlRxPSIh2RcP-d,american fast food,Lenoir City,Bojangles' Famous Chicken 'n Biscuits,37771,Tennessee
1794,AVwchhplkufWRAb5wGXt,american fast food,Portsmouth,Bojangles' Famous Chicken 'n Biscuits,23701,Virginia
1795,AVwdeZZ9_7pvs4fz6Q9O,american fast food,Newport News,Bojangles' Famous Chicken 'n Biscuits,23606,Virginia
1796,AVwegcJzByjofQCxy3HO,american fast food,Union,Bojangles' Famous Chicken 'n Biscuits,29379,South Carolina
1797,AV5BWTzvRxPSIh2Rgm3U,american fast food,Charleston,Bojangles' Famous Chicken 'n Biscuits,29492,South Carolina
1798,AWAFX-XfRxPSIh2RogFc,american fast food,Weatherford,Whataburger,76087,Texas
1799,AVwdeN-I_7pvs4fz6PQB,american fast food,Wichita Falls,Whataburger,76308,Texas
